Channel,Country,Stream
Radio Hagen,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiohagen/livestream.mp3.m3u
Radio Hamburg,Germany,http://stream.radiohamburg.de/rhh-live/mp3-128/listenlive/stream.m3u
Radio Hannover,Germany,http://www.listenlive.eu/radiohannover.m3u
Radio Heimatmelodie,Germany,http://212.77.178.166/listen.pls
Radio Herford,Germany,http://mp3.radioherford.c.nmdn.net/ps-radioherford/livestream.mp3.m3u
Radio Herne90acht,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radioherne/livestream.mp3.m3u
Radio Hochstift,Germany,http://mp3.radiohochstift.c.nmdn.net/ps-radiohochstift/livestream.mp3.m3u
Radio Homburg,Germany,http://www.listenlive.eu/radio-homburg-mp3.m3u
Radio IN,Germany,http://4broadcast.de:8300/listen.pls
Radio Jade,Germany,http://www.radiojade.de/stream/winamp.pls
Radio Kiepenkerl,Germany,http://www.inparty-fm.de:8002/listen.pls
Radio Kö,Germany,http://s12.pop-stream.de:12090/listen.pls
Radio Köln,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiokoeln/livestream.mp3.m3u
Radio Köln Chillout Lounge,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiokoelnchillout/livestream.mp3.m3u
Radio Köln Hot Music,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-koelnhotmusic/livestream.mp3.m3u
Radio K.W.,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiokw/livestream.mp3.m3u
Radio Lausitz 107.6,Germany,http://stream.radiolausitz.de/RLAU/mp3.pls
Radio Leipzig 91.3,Germany,http://stream.radioleipzig.de/RLE/mp3.pls
Radio Leverkusen,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radioleverkusen/livestream.mp3.m3u
Radio Lippe,Germany,http://mp3.radiolippe.c.nmdn.net/ps-radiolippe/livestream.mp3.m3u
Radio Lippewelle Hamm,Germany,http://87.118.110.235:8000/listen.pls
Radio LOTTE,Germany,http://www.radiolotte.de/stream/radiolotte.m3u
Radio Mainwelle,Germany,http://radio-mainwelle.mwsc.tmt.de/listen.pls
Radio Merzig,Germany,http://stream.telvi.de:8000/radio_merzig.m3u
99drei Radio Mittweida,Germany,http://www.htwm.de/netradio/index.php/playlist.pls
Radio MK,Germany,http://streaming.dokom21.de:8000/radio-mk.m3u
92.9 Radio Mülheim,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiomuelheim/livestream.mp3.m3u
Radio Neandertal,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-neandertal/livestream.mp3.m3u
Radio Neckarburg,Germany,http://www.radio-neckarburg.de/livestream128mp3.m3u
Radio Nora,Germany,http://streams.radionora.de/nora-live/mp3-128/listenlive/play.m3u
Radio Nora 80er,Germany,http://streams.radionora.de/nora-80er/mp3-128/listenlive/play.m3u
Radio Nora Oldies,Germany,http://streams.radionora.de/nora-oldies/mp3-128/listenlive/play.m3u
Radio Nordseewelle,Germany,http://stream.radio-nordseewelle.de/live/mp3-128/listenlive/play.m3u
Radio Oberhausen,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiooberhausen/livestream.mp3.m3u
Radio Oberland,Germany,http://icerobl.srv.co.at/plsfiles/robl/robl_hi.m3u
Radio Okerwelle,Germany,http://www.okerwelle.de/webradio/live.m3u
Radio Ostfriesland,Germany,http://www.radiostream.de/stream/36949.pls
Radio Paloma,Germany,http://tuner.radiopaloma.de/listen.pls
Radio Paradiso,Germany,http://www.listenlive.eu/radioparadiso.m3u
Radio Plassenburg,Germany,http://admin2.321stream.de/tunein.php/kd185/playlist.pls
Radio Primavera,Germany,http://62.75.162.209:8000/primavera.m3u
Radio PSR,Germany,http://streams.radiopsr.de/psr-live/mp3-128/listenlive/play.m3u
Radio PSR Chartbreaker,Germany,http://streams.radiopsr.de/psr-chartbreaker/mp3-128/listenlive/play.m3u
Radio PSR Partymix,Germany,http://streams.radiopsr.de/psr-partymix/mp3-128/listenlive/play.m3u
Radio PSR 80er,Germany,http://streams.radiopsr.de/psr-80er/mp3-128/listenlive/play.m3u
Radio PSR 90er,Germany,http://streams.radiopsr.de/psr-90er/mp3-128/listenlive/play.m3u
Radio PSR Chillout,Germany,http://streams.radiopsr.de/chillout/mp3-128/listenlive/play.m3u
Radio PSR Sachsensongs,Germany,http://streams.radiopsr.de/sachsensongs/mp3-128/listenlive/play.m3u
Radio Q,Germany,http://stream.radioq.de:8000/gross.mp3.m3u
Radio Ramasuri,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-ramasuri/livestream.mp3.m3u
Radio Regenbogen,Germany,http://scast.regenbogen.de/live.m3u
Radio Regenbogen 80er,Germany,http://217.151.151.91/live4.m3u
Radio Regenbogen Season,Germany,http://217.151.151.91/live2.m3u
Radio Regenbogen Rock,Germany,http://217.151.151.91/live6.m3u
Radio Regenbogen Soft&Lazy,Germany,http://217.151.151.91/live6.m3u
Radio Regenbogen Top 40,Germany,http://217.151.151.91/live3.m3u
Radio Rheinwelle,Germany,http://www.s2.onlinestream.de:6640/listen.pls
Radio RST,Germany,http://stream.radiorst.de:8000/rst128k.m3u
Radio Rur,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiorur/livestream.mp3.m3u
Radio Rüsselsheim,Germany,http://www.radio-r.de/radio-r.pls
Radio RSG,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiorsg/livestream.mp3.m3u
Radio Saarbruecken,Germany,http://www.listenlive.eu/antenne-sb-mp3.m3u
Radio Salü,Germany,http://internetradio.salue.de:8000/salue.mp3.m3u
Radio Sauerland,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiosauerland/livestream.mp3.m3u
radio SAW,Germany,http://stream.saw-musikwelt.de/saw/mp3-128/listenliveeu/stream.m3u
radio SAW-Neuheiten,Germany,http://stream.saw-musikwelt.de/saw-neuheiten/mp3-128/listenliveeu/stream.m3u
radio SAW-Rock,Germany,http://stream.saw-musikwelt.de/saw-rock/mp3-128/listenliveeu/stream.m3u
radio SAW-Party,Germany,http://stream.saw-musikwelt.de/saw-party/mp3-128/listenliveeu/stream.m3u
radio SAW-70er,Germany,http://stream.saw-musikwelt.de/saw-70er/mp3-128/listenliveeu/stream.m3u
radio SAW-80er,Germany,http://stream.saw-musikwelt.de/saw-80er/mp3-128/listenliveeu/stream.m3u
radio SAW-90er,Germany,http://stream.saw-musikwelt.de/saw-90er/mp3-128/listenliveeu/stream.m3u
radio SAW-2000er,Germany,http://stream.saw-musikwelt.de/saw-2000er/mp3-128/listenliveeu/stream.m3u
radio SAW-Deutsch,Germany,http://stream.saw-musikwelt.de/saw-deutsch/mp3-128/listenliveeu/stream.m3u
Radio Seefunk,Germany,http://webradio.radio-seefunk.de:8000/listen.pls
Radio Siegen,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiosiegen/livestream.mp3.m3u
Radio StHörfunk,Germany,http://stream.sthoerfunk.de:7000/sthoerfunk.ogg.m3u
Radio Teddy,Germany,http://streams.ir-media-tec.com/radioteddy-mobile.mp3.m3u
Radio TON,Germany,http://live.radio-ton.de/live64.m3u
Radio TON Bad Mergentheim,Germany,http://live.radio-ton.de/live-mgh.m3u
Radio TON Neckar Alb,Germany,http://live.radio-ton.de/live-na.m3u
Radio TON Ostwürttemberg ,Germany,http://live.radio-ton.de/live-owb.m3u
Radio Tonkuhle,Germany,http://stream.tonkuhle.de:8000/hifi.ogg.m3u
Radio Top 40,Germany,http://www.listenlive.eu/radiotop40.m3u
Radio Trausnitz,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiotrausnitz/livestream.mp3.m3u
Radio Triquency,Germany,http://livestream.triquency.de:8000/live48.mp3.m3u
Radio Unerhört Marburg,Germany,http://stream.radio-rum.de:8000/rum.mp3.m3u
Radio Vest,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiovest/livestream.mp3.m3u
Radio WAF,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiowaf/livestream.mp3.m3u
Radio Westfalica,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiowestfalica/livestream.mp3.m3u
Radio Wittlich,Germany,http://www.listenlive.eu/radiowittlich.m3u
Radio WMV,Germany,http://stream.radiowmw.de:8000/wmw128k.m3u
Radio Wuppertal,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiowuppertal/livestream.mp3.m3u
Radio X,Germany,http://www.radiox.de/media/radiox.m3u
Radio Z,Germany,http://www.distler-tontechnik.de/Radio-Z-Live.m3u
Radio Zusa,Germany,http://stream.radio-zusa.net:8000/zusa-hifi.ogg.m3u
Radio Zwickau 96.2,Germany,http://stream.radiozwickau.de/RZW/mp3.pls
RadyoTürk.de,Germany,http://listen.radyoturk.de:2222/radyoturk.m3u
RauteMusik #Musik.Main,Germany,http://main-high.rautemusik.fm/listen.pls
RauteMusik #Musik.ChartHits,Germany,http://charthits-high.rautemusik.fm/listen.pls
RauteMusik #Musik.Club,Germany,http://club-high.rautemusik.fm/listen.pls
RauteMusik #Musik.Rock,Germany,http://rock-high.rautemusik.fm/listen.pls
RauteMusik #Musik.Metal,Germany,http://metal-high.rautemusik.fm/listen.pls
RauteMusik #Musik.JaM,Germany,http://jam-high.rautemusik.fm/listen.pls
RauteMusik #Musik.House,Germany,http://house-high.rautemusik.fm/listen.pls
RauteMusik #Musik.TechHouse,Germany,http://techhouse-high.rautemusik.fm/listen.pls
RauteMusik #Musik.Goldies,Germany,http://goldies-high.rautemusik.fm/listen.pls
RauteMusik #Musik.Lounge,Germany,http://lounge-high.rautemusik.fm/listen.pls
RauteMusik #Musik.HardeR,Germany,http://harder-high.rautemusik.fm/listen.pls
RauteMusik #Musik.BigCityBeats,Germany,http://bcb-high.rautemusik.fm/listen.pls
RauteMusik #Musik.Oriental,Germany,http://oriental-high.rautemusik.fm/listen.pls
RauteMusik #Musik.Schlager,Germany,http://schlager-high.rautemusik.fm/listen.pls
RauteMusik #Musik.Drumstep,Germany,http://drumstep-high.rautemusik.fm/listen.pls
RauteMusik #Musik.Trance,Germany,http://trance-high.rautemusik.fm/listen.pls
RMN Radio,Germany,http://rmnradio.powerstream.de:8022/listen.pls
RMN Kuschel.fm,Germany,http://91.250.77.9:8040/listen.pls
RMNpowerstream,Germany,http://stream.powerstream.de:30846/listen.pls
RMNrelax,Germany,http://91.250.77.9:8023/listen.pls
R.SA,Germany,http://streams.rsa-sachsen.de/rsa-live/mp3-128/listenlive/play.m3u
R.SA Ostrock,Germany,http://streams.rsa-sachsen.de/rsa-ostrock/mp3-128/listenlive/play.m3u
R.SA Rockzirkus,Germany,http://streams.rsa-sachsen.de/rsa-rockzirkus/mp3-128/listenlive/play.m3u
R.SA Oldieclub,Germany,http://streams.rsa-sachsen.de/rsa-oldies/mp3-128/listenlive/play.m3u
R.SA Die Offizielle Partywelle,Germany,http://streams.rsa-sachsen.de/rsa-partywelle/mp3-128/listenlive/play.m3u
R.SH,Germany,http://streams.rsh.de/rsh-live/mp3-128/listenlive/play.m3u
R.SH Mittmann-Mix,Germany,http://streams.rsh.de/rsh-mittmannmix/mp3-128/listenlive/play.m3u
R.SH Holstein Kiel,Germany,http://streams.rsh.de/rsh-event/mp3-128/listenlive/play.m3u
R.SH Top 50 – Charts (Nordparade),Germany,http://streams.rsh.de/rsh-nordparade/mp3-128/listenlive/play.m3u
R.SH 80er,Germany,http://streams.rsh.de/rsh-80er/mp3-128/listenlive/play.m3u
R.SH Weihnachtsmix,Germany,http://streams.rsh.de/rsh-event02/mp3-128/listenlive/play.m3u
89.0 RTL,Germany,http://stream.89.0rtl.de/live/mp3-128/stream.89.0rtl.de/play.m3u
104.6 RTL,Germany,http://play.104.6rtl.com/pls/rtl_air.pls
104.6 RTL Das Beste der 90er,Germany,http://www.listenlive.eu/de_rtl90er_mp3.m3u
104.6 RTL Best New Hits,Germany,http://www.listenlive.eu/de_rtlneuehits_mp3.m3u
94'3 rs2,Germany,http://www.listenlive.eu/rs2.m3u
rs2 80s,Germany,http://www.listenlive.eu/rs2-80er.m3u
rs2 90s,Germany,http://www.listenlive.eu/rs2-90er.m3u
rs2 Relax,Germany,http://www.listenlive.eu/rs2-relax.m3u
RBB Antenne Brandenburg,Germany,http://www.antennebrandenburg.de/live.m3u
RBB Fritz,Germany,http://www.fritz.de/live.m3u
RBB Radio Eins,Germany,http://www.radioeins.de/live.m3u
RBB InfoRadio,Germany,http://www.inforadio.de/live.m3u
RBB Kulturradio,Germany,http://www.kulturradio.de/live.m3u
RBB radioBERLIN 88.8,Germany,http://www.radioberlin.de/live.m3u
Rockland Digital,Germany,http://stream.rockland-digital.de/rockland/mp3-128/listenliveeu/stream.m3u
Rockland Radio,Germany,http://188.94.97.90/rockland.mp3.m3u
Rock Antenne,Germany,http://www.rockantenne.de/webradio/rockantenne.m3u
Rock Antenne Alternative,Germany,http://www.rockantenne.de/webradio/channels/alternative.m3u
Rock Antenne Heavy Metal,Germany,http://www.rockantenne.de/webradio/channels/heavy-metal.m3u
Rock Antenne Classic Perlen,Germany,http://www.rockantenne.de/webradio/channels/classic-perlen.m3u
Rocky FM,Germany,http://www.rockyfm.com/listen.pls
RPR1,Germany,http://rpr1.fmstreams.de/stream1.m3u
RPR1 Rock,Germany,http://rpr1.fmstreams.de/stream3.m3u
RPR1 80er,Germany,http://rpr1.fmstreams.de/stream2.m3u
RPR1 Top 40,Germany,http://rpr1.fmstreams.de/stream5.m3u
RPR1 Lounge,Germany,http://rpr1.fmstreams.de/stream7.m3u
RPR2,Germany,http://rpr1.fmstreams.de/stream2.m3u
RSA 1,Germany,http://webradio.rsa-radio.de/rsa.m3u
Schlagerparadies,Germany,http://server.schlagerhoelle.de:30842/listen.pls
Sender KW,Germany,http://www.sender-kw.de/stream/sender-kw.m3u
SPORT1.fm,Germany,http://www.listenlive.eu/sport1.m3u
105'5 Spreeradio,Germany,http://play.spreeradio.de/pls/spr_air.pls
SR 1 Europawelle,Germany,http://streaming01.sr-online.de/sr1_1.m3u
SR 1 - Lounge,Germany,http://streaming02.sr-online.de/sr1lounge.m3u
SR 2 KulturRadio,Germany,http://streaming01.sr-online.de/sr2_1.m3u
SR 2 - Off-Beat,Germany,http://streaming02.sr-online.de/sr2offbeat.m3u
SR 3 Saarlandwelle,Germany,http://streaming01.sr-online.de/sr3_1.m3u
SR 3 - Schlagerwelt,Germany,http://streaming02.sr-online.de/sr3schlagerwelt.m3u
SR 3 - Oldiewelt,Germany,http://streaming02.sr-online.de/sr3oldiewelt.m3u
Stadtradio Göttingen,Germany,http://stream.stadtradio-goettingen.de:8000/stadtradiolow.m3u
Star FM 87.9,Germany,http://starfm.de/streams/bln_m.pls
Star FM From Hell,Germany,http://starfm.de/streams/fh_m.pls
Star FM Rock Classics,Germany,http://starfm.de/streams/rc_m.pls
Star FM Alternative,Germany,http://starfm.de/streams/alt_m.pls
Star FM,Germany,http://starfm.de/streams/nbg_m.pls
Star*Sat Radio,Germany,http://www.starsat.de/data/listen.pls
Sunshine Live,Germany,http://stream.sunshine-live.de/live/mp3-192/listenlive/play.m3u
SWR1 RP,Germany,http://mp3-live.swr.de/swr1rp_s.m3u
SWR1 BW,Germany,http://mp3-live.swr.de/swr1bw_s.m3u
SWR2,Germany,http://mp3-live.swr.de/swr2_s.m3u
SWR2 Archivradio,Germany,http://mp3-live.swr.de/swr2raka01_s.m3u
SWR3,Germany,http://mp3-live.swr3.de/swr3_s.m3u
SWR4 RP,Germany,http://mp3-live.swr.de/swr4rp_s.m3u
SWR4 BW,Germany,http://mp3-live.swr.de/swr4bw_s.m3u
SWRinfo,Germany,http://mp3-live.swr.de/swrinfo_s.m3u
Syltfunk,Germany,http://streamplus5.leonex.de:11552/listen.pls
Tide Radio,Germany,http://streaming.tidenet.de:8000/tide-128.mp3.m3u
Top FM,Germany,http://www.top-fm.de/stream/stream-top-fm.m3u
103.7 UnserDing,Germany,http://streaming01.sr-online.de/unserding_2.m3u
Unser Radio,Germany,http://www.stream24.de/tune-in/r7991.pls
Vogtland Radio,Germany,http://vogtlandradio.mp3.green.ch/vogtland_128k_mp3.m3u
Wartburg Radio,Germany,http://www.wartburgradio.org/wartburgradio.m3u
WDR 1LIVE,Germany,http://www.wdr.de/wdrlive/media/einslive.m3u
WDR 1LIVE Diggi,Germany,http://www.wdr.de/wdrlive/media/mp3/1live-diggi.m3u
WDR 2,Germany,http://www.wdr.de/wdrlive/media/wdr2.m3u
WDR 2 Ostwestfalen-Lippe,Germany,http://www.wdr.de/wdrlive/media/wdr2_bielefeld.m3u
WDR 2 Münsterland,Germany,http://www.wdr.de/wdrlive/media/wdr2_muenster.m3u
WDR 2 Ruhrgebiet,Germany,http://www.wdr.de/wdrlive/media/wdr2_dortmund.m3u
WDR 2 Rhein und Ruhr,Germany,http://www.wdr.de/wdrlive/media/wdr2_essen_duesseldorf.m3u
WDR 2 Bergisches Land,Germany,http://www.wdr.de/wdrlive/media/wdr2_wuppertal.m3u
WDR 2 Südwestfalen,Germany,http://www.wdr.de/wdrlive/media/wdr2_siegen.m3u
WDR 2 Aachen und Region,Germany,http://www.wdr.de/wdrlive/media/wdr2_aachen.m3u
WDR 3,Germany,http://www.wdr.de/wdrlive/media/wdr3.m3u
WDR 4,Germany,http://www.wdr.de/wdrlive/media/wdr4.m3u
WDR5,Germany,http://www.wdr.de/wdrlive/media/wdr5.m3u
WDR Event,Germany,http://www.wdr.de/wdrlive/media/audioevent.m3u
WDR Kiraka,Germany,http://www.wdr.de/wdrlive/media/mp3/kiraka.m3u
WDR Funkhaus Europa,Germany,http://www.wdr.de/wdrlive/media/mp3/funkhaus-europa.m3u
Welle Niederrhein,Germany,http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-wellenr/livestream.mp3.m3u
WestküsteFM,Germany,http://radio.oksh.de:8000/westkuestefm.mp3.m3u
Wüste Welle,Germany,http://livestream.wueste-welle.de:8000/mp3.m3u
